n	Direct Mult		Single Prec		Single error		Double Prec		Double error
1	6.180339887498949e-01	6.180340051651001e-01	-1.641520519513051e-08	6.180339887498949e-01	0.000000000000000e+00	
2	3.819660112501052e-01	3.819659948348999e-01	1.641520530615281e-08	3.819660112501051e-01	1.110223024625157e-16	
3	2.360679774997897e-01	2.360680103302002e-01	-3.283041044577217e-08	2.360679774997898e-01	-5.551115123125783e-17	
4	1.458980337503155e-01	1.458979845046997e-01	4.924561580743614e-08	1.458980337503153e-01	2.220446049250313e-16	
5	9.016994374947428e-02	9.017002582550049e-02	-8.207602621157495e-08	9.016994374947451e-02	-2.359223927328458e-16	
6	5.572809000084124e-02	5.572795867919922e-02	1.313216420259500e-07	5.572809000084078e-02	4.649058915617843e-16	
7	3.444185374863305e-02	3.444206714630127e-02	-2.133976682236471e-07	3.444185374863373e-02	-6.869504964868156e-16	
8	2.128623625220820e-02	2.128589153289795e-02	3.447193102530666e-07	2.128623625220705e-02	1.155325835000554e-15	
9	1.315561749642485e-02	1.315617561340332e-02	-5.581169784715095e-07	1.315561749642669e-02	-1.837072161059439e-15	
10	8.130618755783355e-03	8.129715919494629e-03	9.028362887263108e-07	8.130618755780361e-03	2.994132719535969e-15	
11	5.024998740641495e-03	5.026459693908691e-03	-1.460953267196086e-06	5.024998740646325e-03	-4.829470157119431e-15	
12	3.105620015141862e-03	3.103256225585938e-03	2.363789555924131e-06	3.105620015134036e-03	7.825337600131377e-15	
13	1.919378725499634e-03	1.923203468322754e-03	-3.824742823120000e-06	1.919378725512288e-03	-1.265459091681631e-14	
14	1.186241289642228e-03	1.180052757263184e-03	6.188532379044782e-06	1.186241289621748e-03	2.048057903825118e-14	
15	7.331374358574057e-04	7.431507110595703e-04	-1.001327520216456e-05	7.331374358905407e-04	-3.313495311463299e-14	
16	4.531038537848227e-04	4.369020462036133e-04	1.620180758120946e-05	4.531038537312071e-04	5.361564057310142e-14	
17	2.800335820725831e-04	3.062486648559570e-04	-2.621508278337391e-05	2.800335821593336e-04	-8.675048526751716e-14	
18	1.730702717122396e-04	1.306533813476562e-04	4.241689036458337e-05	1.730702715718735e-04	1.403661258406186e-13	
19	1.069633103603436e-04	1.755952835083008e-04	-6.863197314795722e-05	1.069633105874601e-04	-2.271165568980271e-13	
20	6.610696135189609e-05	-4.494190216064453e-05	1.110488635125406e-04	6.610696098441338e-05	3.674827098437000e-13	
21	4.085634900844748e-05	2.205371856689453e-04	-1.796808366604978e-04	4.085634960304674e-05	-5.945992531892000e-13	
22	2.525061234344861e-05	-2.654790878295898e-04	2.907297001730385e-04	2.525061138136664e-05	9.620819731972954e-13	
23	1.560573666499888e-05	4.860162734985352e-04	-4.704105368335363e-04	1.560573822168010e-05	-1.556681222998364e-12	
24	9.644875678449738e-06	-7.514953613281250e-04	7.611402370065747e-04	9.644873159686540e-06	2.518763197889725e-12	
25	5.960860986549140e-06	1.237511634826660e-03	-1.231550773840111e-03	5.960865061993559e-06	-4.075444418346990e-12	
26	3.684014691900599e-06	-1.989006996154785e-03	1.992691010846686e-03	3.684008097692981e-06	6.594207617507264e-12	
27	2.276846294648542e-06	3.226518630981445e-03	-3.224241784686797e-03	2.276856964300578e-06	-1.066965203543074e-11	
28	1.407168397252057e-06	-5.215525627136230e-03	5.216932795533482e-03	1.407151133392404e-06	1.726385965336152e-11	
29	8.696778973964854e-07	8.442044258117676e-03	-8.441174580220279e-03	8.697058309081740e-07	-2.793351168858050e-11	
30	5.374904998555718e-07	-1.365756988525391e-02	1.365810737575376e-02	5.374453024842296e-07	4.519737134215377e-11	
31	3.321873975409138e-07	2.209961414337158e-02	-2.209928195597404e-02	3.322605284239444e-07	-7.313088303057545e-11	
32	2.053031023146580e-07	-3.575718402862549e-02	3.575738933172781e-02	2.051847740602852e-07	1.183282543727557e-10	
33	1.268842952262559e-07	5.785679817199707e-02	-5.785667128770185e-02	1.270757543636591e-07	-1.914591374032782e-10	
34	7.841880708840217e-08	-9.361398220062256e-02	9.361406061942965e-02	7.810901969662609e-08	3.097873917760736e-10	
35	4.846548813785372e-08	1.514707803726196e-01	-1.514707319071315e-01	4.896673466703305e-08	-5.012465291793319e-10	
36	2.995331895054845e-08	-2.450847625732422e-01	2.450847925265612e-01	2.914228502959304e-08	8.110339209554121e-10	
37	1.851216918730527e-08	3.965555429458618e-01	-3.965555244336926e-01	1.982444963744001e-08	-1.312280450134737e-09	
38	1.144114976324318e-08	-6.416403055191040e-01	6.416403169602538e-01	9.317835392153029e-09	2.123314371090150e-09	
39	7.071019424062098e-09	1.038195848464966e+00	-1.038195841393946e+00	1.050661424528698e-08	-3.435594821224885e-09	
40	4.370130339181083e-09	-1.679836153984070e+00	1.679836158354200e+00	-1.188778853133954e-09	5.558909192315037e-09	
41	2.700889084881016e-09	2.718031883239746e+00	-2.718031880538857e+00	1.169539309842094e-08	-8.994504013539920e-09	
42	1.669241254300068e-09	-4.397868156433105e+00	4.397868158102347e+00	-1.288417195155489e-08	1.455341320585496e-08	
43	1.031647830580948e-09	7.115900039672852e+00	-7.115900038641204e+00	2.457956504997583e-08	-2.354791721939488e-08	
44	6.375934237191193e-10	-1.151376819610596e+01	1.151376819674355e+01	-3.746373700153072e-08	3.810133042524984e-08	
45	3.940544068618292e-10	1.862966918945312e+01	-1.862966918905907e+01	6.204330205150654e-08	-6.164924764464472e-08	
46	2.435390168572903e-10	-3.014343643188477e+01	3.014343643212830e+01	-9.950703905303726e-08	9.975057806989455e-08	
47	1.505153900045390e-10	4.877310562133789e+01	-4.877310562118738e+01	1.615503411045438e-07	-1.613998257145393e-07	
48	9.302362685275129e-11	-7.891654205322266e+01	7.891654205331568e+01	-2.610573801575811e-07	2.611504037844338e-07	
49	5.749176315178772e-11	1.276896514892578e+02	-1.276896514892003e+02	4.226077212621249e-07	-4.225502294989731e-07	
50	3.553186370096359e-11	-2.066062011718750e+02	2.066062011719105e+02	-6.836651014197059e-07	6.837006332834069e-07	
