0	1.000000000000000e+00	0.000000000000000e+00	
2.000000000000000e-02	9.998000000000000e-01	-2.000000000000000e-02	
4.000000000000000e-02	9.992000400000001e-01	-3.999200000000000e-02	
6.000000000000000e-02	9.982003599920001e-01	-5.996800240000000e-02	
8.000000000000000e-02	9.968013598720017e-01	-7.992001599935999e-02	
1.000000000000000e-01	9.950035992800401e-01	-9.984005919360016e-02	
1.200000000000000e-01	9.928077973763121e-01	-1.197201631673622e-01	
1.400000000000000e-01	9.902148325534896e-01	-1.395523750822550e-01	
1.600000000000000e-01	9.872257420853339e-01	-1.593287612583084e-01	
1.800000000000000e-01	9.838417217117507e-01	-1.790414103477634e-01	
2.000000000000000e-01	9.800641251604530e-01	-1.986824364999288e-01	
2.200000000000000e-01	9.758944636054224e-01	-2.182439825158379e-01	
2.400000000000000e-01	9.713344050623846e-01	-2.377182229914432e-01	
2.600000000000000e-01	9.663857737215432e-01	-2.570973674480926e-01	
2.800000000000000e-01	9.610505492178371e-01	-2.763736634490338e-01	
3.000000000000000e-01	9.553308658390128e-01	-2.955393997007008e-01	
3.200000000000000e-01	9.492290116718310e-01	-3.145869091375409e-01	
3.400000000000000e-01	9.427474276867459e-01	-3.335085719891500e-01	
3.600000000000000e-01	9.358887067614255e-01	-3.522968188284871e-01	
3.800000000000000e-01	9.286555926435035e-01	-3.709441335999499e-01	
4.000000000000000e-01	9.210509788529758e-01	-3.894430566261000e-01	
4.200000000000000e-01	9.130779075246832e-01	-4.077861875918343e-01	
4.400000000000000e-01	9.047395681913416e-01	-4.259661885048096e-01	
4.600000000000000e-01	8.960392965076072e-01	-4.439757866309355e-01	
4.800000000000000e-01	8.869805729156869e-01	-4.618077774037614e-01	
5.000000000000000e-01	8.775670212530285e-01	-4.794550273065944e-01	
5.200000000000000e-01	8.678024073026460e-01	-4.969104767261937e-01	
5.400000000000000e-01	8.576906372866616e-01	-5.141671427769013e-01	
5.600000000000001e-01	8.472357563036662e-01	-5.312181220940791e-01	
5.800000000000000e-01	8.364419467105239e-01	-5.480565935957337e-01	
6.000000000000000e-01	8.253135264492670e-01	-5.646758212112249e-01	
6.200000000000000e-01	8.138549473197527e-01	-5.810691565759680e-01	
6.400000000000000e-01	8.020707931987694e-01	-5.972300416910479e-01	
6.600000000000000e-01	7.899657782063086e-01	-6.131520115466851e-01	
6.800000000000000e-01	7.775447448197337e-01	-6.288286967085019e-01	
7.000000000000001e-01	7.648126619365997e-01	-6.442538258655549e-01	
7.200000000000000e-01	7.517746228869012e-01	-6.594212283391138e-01	
7.400000000000000e-01	7.384358433955416e-01	-6.743248365511839e-01	
7.600000000000000e-01	7.248016594958387e-01	-6.889586884517845e-01	
7.800000000000000e-01	7.108775253949039e-01	-7.033169299040110e-01	
8.000000000000000e-01	6.966690112917447e-01	-7.173938170259282e-01	
8.200000000000001e-01	6.821818011489679e-01	-7.311837184883579e-01	
8.400000000000000e-01	6.674216904189709e-01	-7.446811177676397e-01	
8.600000000000000e-01	6.523945837255344e-01	-7.578806153524655e-01	
8.800000000000000e-01	6.371064925017400e-01	-7.707769309039058e-01	
9.000000000000000e-01	6.215635325851615e-01	-7.833649053677598e-01	
