2.000000000000000e+00	3.710898880560006e-01	9.553977453717499e-02	
4.000000000000000e+00	4.422236961884555e-01	2.440596640472009e-02	
8.000000000000000e+00	4.604972261865506e-01	6.132436406624919e-03	
1.600000000000000e+01	4.650946458672943e-01	1.535016725881244e-03	
3.200000000000000e+01	4.662457896022591e-01	3.838729909164673e-04	
6.400000000000000e+01	4.665336869263886e-01	9.597566678692937e-05	
1.280000000000000e+02	4.666056682128897e-01	2.399438028588552e-05	
2.560000000000000e+02	4.666236639691317e-01	5.998624043879186e-06	
5.120000000000000e+02	4.666281629353536e-01	1.499657821979472e-06	
1.024000000000000e+03	4.666292876786068e-01	3.749145687792499e-07	
2.048000000000000e+03	4.666295688645267e-01	9.372864889778398e-08	
4.096000000000000e+03	4.666296391610124e-01	2.343216315425778e-08	
8.192000000000000e+03	4.666296567351357e-01	5.858039830997086e-09	
1.638400000000000e+04	4.666296611286658e-01	1.464509791215818e-09	
3.276800000000000e+04	4.666296622270488e-01	3.661267400367763e-10	
6.553600000000000e+04	4.666296625016473e-01	9.152822944002992e-11	
1.310720000000000e+05	4.666296625702892e-01	2.288635947422790e-11	
2.621440000000000e+05	4.666296625874499e-01	5.725697693748089e-12	
5.242880000000000e+05	4.666296625917487e-01	1.426914142399482e-12	
1.048576000000000e+06	4.666296625928048e-01	3.707589790735710e-13	
2.097152000000000e+06	4.666296625930729e-01	1.026401186265957e-13	
4.194304000000000e+06	4.666296625931254e-01	5.012656956182582e-14	
8.388608000000000e+06	4.666296625931709e-01	4.662936703425657e-15	
1.677721600000000e+07	4.666296625931502e-01	2.536859611268483e-14	
3.355443200000000e+07	4.666296625931070e-01	6.855627177060342e-14	
6.710886400000000e+07	4.666296625931898e-01	1.426636586643326e-14	
1.342177280000000e+08	4.666296625932420e-01	6.644684802381562e-14	
